Table Name,State Code,District Code,Area Name,Total/Rural/Urban,Educational Level,Non-Workers - Persons,Non-Workers - Males,Non-Workers - Females,Main Activity Students - Persons,Main Activity Students - Males,Main Activity Students - Females,Main Activity Household Duties - Persons,Main Activity Household Duties - Males,Main Activity Household Duties - Females,Main Activity Dependents - Persons,Main Activity Dependents - Males,Main Activity Dependents - Females,Main Activity Pensioners - Persons,Main Activity Pensioners - Males,Main Activity Pensioners - Females,Main Activity Rentiers - Persons,Main Activity Rentiers - Males,Main Activity Rentiers - Females,"Main Activity Beggars, Vagrants etc. - Persons","Main Activity Beggars, Vagrants etc. - Males","Main Activity Beggars, Vagrants etc. - Females",Main Activity Others - Persons,Main Activity Others - Males,Main Activity Others - Females
B0515,27,0,State - Maharashtra,Total,Matric/Secondary but below Graduate,11423231,4370395,7052836,5677750,3216274,2461476,4115449,120021,3995428,466086,207155,258931,446360,370016,76344,9484,5923,3561,964,690,274,707138,450316,256822
B0515,27,0,State - Maharashtra,Total,Technical Diploma or Certificate not equal to Degree,341597,227860,113737,209911,153563,56348,40559,2476,38083,8652,5945,2707,42120,35433,6687,271,225,46,25,20,5,40059,30198,9861
B0515,27,0,State - Maharashtra,Total,Graduate and above other than Technical Degree,2569250,767004,1802246,584757,328513,256244,1297881,35927,1261954,108131,39512,68619,227373,178720,48653,2371,1524,847,211,150,61,348526,182658,165868
B0515,27,0,State - Maharashtra,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,689047,350448,338599,300800,188794,112006,143893,5934,137959,20139,10279,9860,104898,76364,28534,437,296,141,61,42,19,118819,68739,50080
B0515,27,0,State - Maharashtra,Rural,Total,30905203,13651963,17253240,15370666,8423526,6947140,5230039,202554,5027485,9067548,4247762,4819786,257035,193105,63930,16848,8163,8685,9707,5475,4232,953360,571378,381982
B0515,27,0,State - Maharashtra,Rural,Illiterate,11766665,4995785,6770880,2350509,1235559,1114950,1392374,68059,1324315,7821025,3598189,4222836,40313,15286,25027,9361,3625,5736,6771,3369,3402,146312,71698,74614
B0515,27,0,State - Maharashtra,Rural,Literate,19138538,8656178,10482360,13020157,7187967,5832190,3837665,134495,3703170,1246523,649573,596950,216722,177819,38903,7487,4538,2949,2936,2106,830,807048,499680,307368
B0515,27,0,State - Maharashtra,Rural,Literate but below Matric/Secondary,13221293,6041925,7179368,9827806,5250851,4576955,2160136,79168,2080968,835581,461262,374319,81110,63306,17804,4714,2810,1904,1887,1443,444,310059,183085,126974
B0515,27,0,State - Maharashtra,Rural,Matric/Secondary but below Graduate,4274416,1906957,2367459,2636597,1570210,1066387,1170850,35214,1135636,123837,70741,53096,68787,59847,8940,1416,966,450,311,238,73,272618,169741,102877
B0515,27,0,State - Maharashtra,Rural,Technical Diploma or Certificate not equal to Degree,123721,91941,31780,91214,71086,20128,7130,624,6506,2142,1651,491,7243,6167,1076,34,30,4,3,2,1,15955,12381,3574
B0515,27,0,State - Maharashtra,Rural,Graduate and above other than Technical Degree,467797,203510,264287,178527,117522,61005,161989,5092,156897,13888,8355,5533,19490,17294,2196,225,176,49,38,35,3,93640,55036,38604
B0515,27,0,State - Maharashtra,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,197139,123652,73487,105213,72330,32883,20849,1223,19626,4664,3244,1420,25106,20932,4174,72,55,17,18,15,3,41217,25853,15364
B0515,27,0,State - Maharashtra,Urban,Total,32041252,11974218,20067034,13041907,6995690,6046217,10047406,337472,9709934,6392252,2928352,3463900,1062874,815227,247647,38701,18443,20258,13030,7573,5457,1445082,871461,573621
B0515,27,0,State - Maharashtra,Urban,Illiterate,8656310,3559004,5097306,1915593,1012209,903384,1606375,77206,1529169,4883896,2338547,2545349,79627,44356,35271,11433,3731,7702,8832,4679,4153,150554,78276,72278
B0515,27,0,State - Maharashtra,Urban,Literate,23384942,8415214,14969728,11126314,5983481,5142833,8441031,260266,8180765,1508356,589805,918551,983247,770871,212376,27268,14712,12556,4198,2894,1304,1294528,793185,501343
B0515,27,0,State - Maharashtra,Urban,Literate but below Matric/Secondary,12490597,4768963,7721634,7218811,3842298,3376513,3702683,117092,3585591,892652,350869,541783,237263,181073,56190,14414,7063,7351,2372,1725,647,422402,268843,153559
B0515,27,0,State - Maharashtra,Urban,Matric/Secondary but below Graduate,7148815,2463438,4685377,3041153,1646064,1395089,2944599,84807,2859792,342249,136414,205835,377573,310169,67404,8068,4957,3111,653,452,201,434520,280575,153945
B0515,27,0,State - Maharashtra,Urban,Technical Diploma or Certificate not equal to Degree,217876,135919,81957,118697,82477,36220,33429,1852,31577,6510,4294,2216,34877,29266,5611,237,195,42,22,18,4,24104,17817,6287
B0515,27,0,State - Maharashtra,Urban,Graduate and above other than Technical Degree,2101453,563494,1537959,406230,210991,195239,1135892,30835,1105057,94243,31157,63086,207883,161426,46457,2146,1348,798,173,115,58,254886,127622,127264
B0515,27,0,State - Maharashtra,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,491908,226796,265112,195587,116464,79123,123044,4711,118333,15475,7035,8440,79792,55432,24360,365,241,124,43,27,16,77602,42886,34716
B0515,28,0,State - Andhra Pradesh,Total,Total,45157871,18256551,26901320,21174428,11359147,9815281,9451907,251259,9200648,10532122,4703507,5828615,1859453,804479,1054974,56068,25759,30309,26478,14190,12288,2057415,1098210,959205
B0515,28,0,State - Andhra Pradesh,Total,Illiterate,16961578,6445327,10516251,3352462,1724907,1627555,2962943,98496,2864447,8952398,4052381,4900017,1211148,361327,849821,20088,6530,13558,21826,10952,10874,440713,190734,249979
B0515,28,0,State - Andhra Pradesh,Total,Literate,28196293,11811224,16385069,17821966,9634240,8187726,6488964,152763,6336201,1579724,651126,928598,648305,443152,205153,35980,19229,16751,4652,3238,1414,1616702,907476,709226
B0515,28,0,State - Andhra Pradesh,Total,Literate but below Matric/Secondary,16291298,6899112,9392186,11830770,6158383,5672387,2930574,59854,2870720,854313,353535,500778,264435,147359,117076,16446,7365,9081,2637,1981,656,392123,170635,221488
B0515,28,0,State - Andhra Pradesh,Total,Matric/Secondary but below Graduate,7813178,3126487,4686691,4514678,2524118,1990560,2229060,44724,2184336,352588,133576,219012,179470,140726,38744,10041,5987,4054,705,466,239,526636,276890,249746
B0515,28,0,State - Andhra Pradesh,Total,Technical Diploma or Certificate not equal to Degree,282912,202247,80665,184351,137300,47051,22713,2567,20146,10427,8159,2268,14795,12330,2465,511,457,54,19,14,5,50096,41420,8676
B0515,28,0,State - Andhra Pradesh,Total,Graduate and above other than Technical Degree,1684053,685788,998265,557461,359611,197850,627985,17487,610498,93386,39057,54329,93957,80152,13805,4257,2934,1323,182,109,73,306825,186438,120387
B0515,28,0,State - Andhra Pradesh,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,702312,395473,306839,351060,230419,120641,115943,6253,109690,27816,14922,12894,30513,25691,4822,999,743,256,55,33,22,175926,117412,58514
B0515,28,0,State - Andhra Pradesh,Rural,Total,27309395,11745052,15564343,13473067,7335470,6137597,4350472,127417,4223055,7051219,3219510,3831709,1354913,518837,836076,15550,7043,8507,14431,7541,6890,1049743,529234,520509
B0515,28,0,State - Andhra Pradesh,Rural,Illiterate,11387298,4467436,6919862,2127440,1100030,1027410,1616830,60028,1556802,6302013,2866978,3435035,1055835,323247,732588,7476,2732,4744,12368,5962,6406,265336,108459,156877
B0515,28,0,State - Andhra Pradesh,Rural,Literate,15922097,7277616,8644481,11345627,6235440,5110187,2733642,67389,2666253,749206,352532,396674,299078,195590,103488,8074,4311,3763,2063,1579,484,784407,420775,363632
B0515,28,0,State - Andhra Pradesh,Rural,Literate but below Matric/Secondary,10338792,4621264,5717528,7987566,4179834,3807732,1492695,32554,1460141,461485,216396,245089,171906,101600,70306,5180,2416,2764,1354,1067,287,218606,87397,131209
B0515,28,0,State - Andhra Pradesh,Rural,Matric/Secondary but below Graduate,3933565,1794997,2138568,2606164,1534172,1071992,853533,17804,835729,141194,60352,80842,61499,49255,12244,1710,1157,553,236,192,44,269229,132065,137164
B0515,28,0,State - Andhra Pradesh,Rural,Technical Diploma or Certificate not equal to Degree,155319,117337,37982,111932,86529,25403,7466,1039,6427,4454,3625,829,4131,3323,808,51,45,6,7,4,3,27278,22772,4506
B0515,28,0,State - Andhra Pradesh,Rural,Graduate and above other than Technical Degree,581456,319766,261690,279885,203057,76828,133306,4966,128340,23038,13183,9855,16193,14324,1869,344,279,65,37,31,6,128653,83926,44727
B0515,28,0,State - Andhra Pradesh,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,262507,169623,92884,149853,107322,42531,26661,1806,24855,7946,5097,2849,7039,6317,722,87,70,17,13,10,3,70908,49001,21907
B0515,28,0,State - Andhra Pradesh,Urban,Total,17848476,6511499,11336977,7701361,4023677,3677684,5101435,123842,4977593,3480903,1483997,1996906,504540,285642,218898,40518,18716,21802,12047,6649,5398,1007672,568976,438696
B0515,28,0,State - Andhra Pradesh,Urban,Illiterate,5574280,1977891,3596389,1225022,624877,600145,1346113,38468,1307645,2650385,1185403,1464982,155313,38080,117233,12612,3798,8814,9458,4990,4468,175377,82275,93102
B0515,28,0,State - Andhra Pradesh,Urban,Literate,12274196,4533608,7740588,6476339,3398800,3077539,3755322,85374,3669948,830518,298594,531924,349227,247562,101665,27906,14918,12988,2589,1659,930,832295,486701,345594
B0515,28,0,State - Andhra Pradesh,Urban,Literate but below Matric/Secondary,5952506,2277848,3674658,3843204,1978549,1864655,1437879,27300,1410579,392828,137139,255689,92529,45759,46770,11266,4949,6317,1283,914,369,173517,83238,90279
B0515,28,0,State - Andhra Pradesh,Urban,Matric/Secondary but below Graduate,3879613,1331490,2548123,1908514,989946,918568,1375527,26920,1348607,211394,73224,138170,117971,91471,26500,8331,4830,3501,469,274,195,257407,144825,112582
B0515,28,0,State - Andhra Pradesh,Urban,Technical Diploma or Certificate not equal to Degree,127593,84910,42683,72419,50771,21648,15247,1528,13719,5973,4534,1439,10664,9007,1657,460,412,48,12,10,2,22818,18648,4170
B0515,28,0,State - Andhra Pradesh,Urban,Graduate and above other than Technical Degree,1102597,366022,736575,277576,156554,121022,494679,12521,482158,70348,25874,44474,77764,65828,11936,3913,2655,1258,145,78,67,178172,102512,75660
B0515,28,0,State - Andhra Pradesh,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,439805,225850,213955,201207,123097,78110,89282,4447,84835,19870,9825,10045,23474,19374,4100,912,673,239,42,23,19,105018,68411,36607
B0515,29,0,State - Karnataka,Total,Total,33222700,12696541,20526159,13810745,7282549,6528196,7889798,189128,7700670,9452743,4110835,5341908,694400,367419,326981,58427,31393,27034,10682,5603,5079,1305905,709614,596291
B0515,29,0,State - Karnataka,Total,Illiterate,12066112,4547373,7518739,1714186,870115,844071,2119632,60154,2059478,7716408,3438237,4278171,276598,69479,207119,15391,5499,9892,8135,3961,4174,215762,99928,115834
B0515,29,0,State - Karnataka,Total,Literate,21156588,8149168,13007420,12096559,6412434,5684125,5770166,128974,5641192,1736335,672598,1063737,417802,297940,119862,43036,25894,17142,2547,1642,905,1090143,609686,480457
B0515,29,0,State - Karnataka,Total,Literate but below Matric/Secondary,12717377,5270410,7446967,8734898,4553010,4181888,2552087,62759,2489328,981513,405781,575732,122476,69545,52931,15812,7972,7840,1446,1003,443,309145,170340,138805
B0515,29,0,State - Karnataka,Total,Matric/Secondary but below Graduate,5690063,1893630,3796433,2608555,1392185,1216370,2119794,39879,2079915,415333,136715,278618,130359,100448,29911,15849,9880,5969,459,249,210,399714,214274,185440
B0515,29,0,State - Karnataka,Total,Technical Diploma or Certificate not equal to Degree,277103,182572,94531,150838,113382,37456,36231,2408,33823,15723,9838,5885,27202,20918,6284,1410,1240,170,23,19,4,45676,34767,10909
B0515,29,0,State - Karnataka,Total,Graduate and above other than Technical Degree,1057793,323431,734362,235233,136564,98669,494219,9274,484945,96146,29610,66536,76393,63605,12788,5647,4044,1603,125,74,51,150030,80260,69770
B0515,29,0,State - Karnataka,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,401783,187205,214578,175540,104753,70787,87721,2908,84813,25046,10093,14953,25457,21773,3684,1480,1263,217,44,28,16,86495,46387,40108
B0515,29,0,State - Karnataka,Rural,Total,18967105,7617928,11349177,8169961,4364483,3805478,3842668,104098,3738570,5928785,2642737,3286048,342099,141263,200836,8600,3971,4629,5043,2702,2341,669949,358674,311275
B0515,29,0,State - Karnataka,Rural,Illiterate,7895545,2939430,4956115,997676,506145,491531,1372329,37048,1335281,5162483,2276148,2886335,216515,54080,162435,4298,1466,2832,3975,1902,2073,138269,62641,75628
B0515,29,0,State - Karnataka,Rural,Literate,11071560,4678498,6393062,7172285,3858338,3313947,2470339,67050,2403289,766302,366589,399713,125584,87183,38401,4302,2505,1797,1068,800,268,531680,296033,235647
B0515,29,0,State - Karnataka,Rural,Literate but below Matric/Secondary,7617653,3324149,4293504,5523730,2898822,2624908,1341529,38204,1303325,512093,252203,259890,59277,35753,23524,2417,1300,1117,670,523,147,177937,97344,80593
B0515,29,0,State - Karnataka,Rural,Matric/Secondary but below Graduate,2452458,937165,1515293,1319267,740734,578533,786519,18091,768428,120997,53038,67959,29957,24570,5387,1100,734,366,117,81,36,194501,99917,94584
B0515,29,0,State - Karnataka,Rural,Technical Diploma or Certificate not equal to Degree,122942,91327,31615,79817,62719,17098,8499,1052,7447,3823,2967,856,8240,7201,1039,46,35,11,5,5,0,22512,17348,5164
B0515,29,0,State - Karnataka,Rural,Graduate and above other than Technical Degree,227603,100879,126724,84718,56555,28163,75132,2309,72823,11332,6222,5110,7950,7311,639,210,168,42,18,17,1,48243,28297,19946
B0515,29,0,State - Karnataka,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,103803,53923,49880,50574,31376,19198,13667,727,12940,3682,1971,1711,3309,3062,247,35,24,11,8,8,0,32528,16755,15773
B0515,29,0,State - Karnataka,Urban,Total,14255595,5078613,9176982,5640784,2918066,2722718,4047130,85030,3962100,3523958,1468098,2055860,352301,226156,126145,49827,27422,22405,5639,2901,2738,635956,350940,285016
B0515,29,0,State - Karnataka,Urban,Illiterate,4170567,1607943,2562624,716510,363970,352540,747303,23106,724197,2553925,1162089,1391836,60083,15399,44684,11093,4033,7060,4160,2059,2101,77493,37287,40206
B0515,29,0,State - Karnataka,Urban,Literate,10085028,3470670,6614358,4924274,2554096,2370178,3299827,61924,3237903,970033,306009,664024,292218,210757,81461,38734,23389,15345,1479,842,637,558463,313653,244810
B0515,29,0,State - Karnataka,Urban,Literate but below Matric/Secondary,5099724,1946261,3153463,3211168,1654188,1556980,1210558,24555,1186003,469420,153578,315842,63199,33792,29407,13395,6672,6723,776,480,296,131208,72996,58212
B0515,29,0,State - Karnataka,Urban,Matric/Secondary but below Graduate,3237605,956465,2281140,1289288,651451,637837,1333275,21788,1311487,294336,83677,210659,100402,75878,24524,14749,9146,5603,342,168,174,205213,114357,90856
B0515,29,0,State - Karnataka,Urban,Technical Diploma or Certificate not equal to Degree,154161,91245,62916,71021,50663,20358,27732,1356,26376,11900,6871,5029,18962,13717,5245,1364,1205,159,18,14,4,23164,17419,5745
B0515,29,0,State - Karnataka,Urban,Graduate and above other than Technical Degree,830190,222552,607638,150515,80009,70506,419087,6965,412122,84814,23388,61426,68443,56294,12149,5437,3876,1561,107,57,50,101787,51963,49824
B0515,29,0,State - Karnataka,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,297980,133282,164698,124966,73377,51589,74054,2181,71873,21364,8122,13242,22148,18711,3437,1445,1239,206,36,20,16,53967,29632,24335
B0515,30,0,State - Goa,Total,Total,881297,319604,561693,327156,168144,159012,252748,11068,241680,176790,79748,97042,32791,20453,12338,3826,2758,1068,229,121,108,87757,37312,50445
B0515,30,0,State - Goa,Total,Illiterate,236109,92189,143920,57147,29294,27853,45055,2361,42694,119860,55427,64433,6834,2195,4639,435,207,228,109,54,55,6669,2651,4018
B0515,30,0,State - Goa,Total,Literate,645188,227415,417773,270009,138850,131159,207693,8707,198986,56930,24321,32609,25957,18258,7699,3391,2551,840,120,67,53,81088,34661,46427
B0515,30,0,State - Goa,Total,Literate but below Matric/Secondary,333764,131509,202255,183433,95410,88023,85300,4177,81123,28309,12913,15396,8597,6152,2445,1176,877,299,34,25,9,26915,11955,14960
B0515,30,0,State - Goa,Total,Matric/Secondary but below Graduate,189417,60918,128499,67283,33157,34126,69580,2542,67038,13211,5551,7660,7735,5800,1935,1145,898,247,25,16,9,30438,12954,17484
B0515,30,0,State - Goa,Total,Technical Diploma or Certificate not equal to Degree,12798,6179,6619,4857,3210,1647,3182,155,3027,789,424,365,937,672,265,99,77,22,0,0,0,2934,1641,1293
B0515,30,0,State - Goa,Total,Graduate and above other than Technical Degree,44143,11139,33004,6807,2832,3975,19275,563,18712,2869,1051,1818,3918,2972,946,476,351,125,15,4,11,10783,3366,7417
B0515,30,0,State - Goa,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,7954,3393,4561,2579,1374,1205,1706,71,1635,473,227,246,1308,792,516,120,81,39,2,1,1,1766,847,919
B0515,30,0,State - Goa,Rural,Total,336195,122450,213745,120634,61819,58815,92584,4868,87716,69509,31348,38161,12824,7390,5434,1052,811,241,55,26,29,39537,16188,23349
B0515,30,0,State - Goa,Rural,Illiterate,95783,35968,59815,20335,10413,9922,19801,1147,18654,48136,21854,26282,4095,1258,2837,118,66,52,28,10,18,3270,1220,2050
B0515,30,0,State - Goa,Rural,Literate,240412,86482,153930,100299,51406,48893,72783,3721,69062,21373,9494,11879,8729,6132,2597,934,745,189,27,16,11,36267,14968,21299
B0515,30,0,State - Goa,Rural,Literate but below Matric/Secondary,135017,52772,82245,70683,36399,34284,34571,1998,32573,11256,5426,5830,3763,2729,1034,374,309,65,14,10,4,14356,5901,8455
B0515,30,0,State - Goa,Rural,Matric/Secondary but below Graduate,64881,21841,43040,23118,11497,11621,21798,960,20838,4259,1886,2373,2267,1801,466,319,254,65,5,4,1,13115,5439,7676
B0515,30,0,State - Goa,Rural,Technical Diploma or Certificate not equal to Degree,4246,2120,2126,1777,1176,601,874,53,821,228,117,111,186,130,56,21,15,6,0,0,0,1160,629,531
B0515,30,0,State - Goa,Rural,Graduate and above other than Technical Degree,10675,2902,7773,2028,829,1199,3880,133,3747,645,269,376,671,517,154,91,63,28,0,0,0,3360,1091,2269
B0515,30,0,State - Goa,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1734,807,927,650,359,291,299,19,280,83,40,43,272,176,96,17,12,5,1,1,0,412,200,212
B0515,30,0,State - Goa,Urban,Total,545102,197154,347948,206522,106325,100197,160164,6200,153964,107281,48400,58881,19967,13063,6904,2774,1947,827,174,95,79,48220,21124,27096
B0515,30,0,State - Goa,Urban,Illiterate,140326,56221,84105,36812,18881,17931,25254,1214,24040,71724,33573,38151,2739,937,1802,317,141,176,81,44,37,3399,1431,1968
B0515,30,0,State - Goa,Urban,Literate,404776,140933,263843,169710,87444,82266,134910,4986,129924,35557,14827,20730,17228,12126,5102,2457,1806,651,93,51,42,44821,19693,25128
B0515,30,0,State - Goa,Urban,Literate but below Matric/Secondary,198747,78737,120010,112750,59011,53739,50729,2179,48550,17053,7487,9566,4834,3423,1411,802,568,234,20,15,5,12559,6054,6505
B0515,30,0,State - Goa,Urban,Matric/Secondary but below Graduate,124536,39077,85459,44165,21660,22505,47782,1582,46200,8952,3665,5287,5468,3999,1469,826,644,182,20,12,8,17323,7515,9808
B0515,30,0,State - Goa,Urban,Technical Diploma or Certificate not equal to Degree,8552,4059,4493,3080,2034,1046,2308,102,2206,561,307,254,751,542,209,78,62,16,0,0,0,1774,1012,762
B0515,30,0,State - Goa,Urban,Graduate and above other than Technical Degree,33468,8237,25231,4779,2003,2776,15395,430,14965,2224,782,1442,3247,2455,792,385,288,97,15,4,11,7423,2275,5148
B0515,30,0,State - Goa,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,6220,2586,3634,1929,1015,914,1407,52,1355,390,187,203,1036,616,420,103,69,34,1,0,1,1354,647,707
B0515,31,0,State - Lakshadweep,Total,Total,45720,17805,27915,16973,8451,8522,11286,950,10336,6406,3197,3209,970,844,126,28,26,2,2,0,2,10055,4337,5718
B0515,31,0,State - Lakshadweep,Total,Illiterate,11390,4717,6673,2898,1471,1427,2195,134,2061,5727,2829,2898,112,84,28,3,2,1,1,0,1,454,197,257
B0515,31,0,State - Lakshadweep,Total,Literate,34330,13088,21242,14075,6980,7095,9091,816,8275,679,368,311,858,760,98,25,24,1,1,0,1,9601,4140,5461
B0515,31,0,State - Lakshadweep,Total,Literate but below Matric/Secondary,23885,8780,15105,10770,5400,5370,6786,550,6236,459,260,199,523,462,61,16,16,0,1,0,1,5330,2092,3238
B0515,31,0,State - Lakshadweep,Total,Matric/Secondary but below Graduate,7659,3342,4317,2987,1444,1543,1269,149,1120,38,21,17,171,152,19,7,6,1,0,0,0,3187,1570,1617
B0515,31,0,State - Lakshadweep,Total,Technical Diploma or Certificate not equal to Degree,196,106,90,39,22,17,21,4,17,0,0,0,31,27,4,1,1,0,0,0,0,104,52,52
B0515,31,0,State - Lakshadweep,Total,Graduate and above other than Technical Degree,590,254,336,163,60,103,57,7,50,3,1,2,27,27,0,0,0,0,0,0,0,340,159,181
B0515,31,0,State - Lakshadweep,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,199,102,97,42,21,21,17,5,12,0,0,0,18,18,0,1,1,0,0,0,0,121,57,64
B0515,31,0,State - Lakshadweep,Rural,Total,9488,3456,6032,3628,1732,1896,1618,99,1519,1743,846,897,174,154,20,5,3,2,2,0,2,2318,622,1696
B0515,31,0,State - Lakshadweep,Rural,Illiterate,2711,1196,1515,709,380,329,301,20,281,1570,749,821,12,10,2,2,1,1,1,0,1,116,36,80
B0515,31,0,State - Lakshadweep,Rural,Literate,6777,2260,4517,2919,1352,1567,1317,79,1238,173,97,76,162,144,18,3,2,1,1,0,1,2202,586,1616
B0515,31,0,State - Lakshadweep,Rural,Literate but below Matric/Secondary,4947,1648,3299,2430,1134,1296,1007,68,939,139,74,65,97,84,13,2,2,0,1,0,1,1271,286,985
B0515,31,0,State - Lakshadweep,Rural,Matric/Secondary but below Graduate,1304,472,832,445,197,248,171,7,164,8,6,2,34,31,3,1,0,1,0,0,0,645,231,414
B0515,31,0,State - Lakshadweep,Rural,Technical Diploma or Certificate not equal to Degree,46,22,24,6,4,2,1,0,1,0,0,0,12,11,1,0,0,0,0,0,0,27,7,20
B0515,31,0,State - Lakshadweep,Rural,Graduate and above other than Technical Degree,53,32,21,9,6,3,5,1,4,1,1,0,7,7,0,0,0,0,0,0,0,31,17,14
B0515,31,0,State - Lakshadweep,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,29,10,19,2,1,1,2,0,2,0,0,0,4,4,0,0,0,0,0,0,0,21,5,16
B0515,31,0,State - Lakshadweep,Urban,Total,36232,14349,21883,13345,6719,6626,9668,851,8817,4663,2351,2312,796,690,106,23,23,0,0,0,0,7737,3715,4022
B0515,31,0,State - Lakshadweep,Urban,Illiterate,8679,3521,5158,2189,1091,1098,1894,114,1780,4157,2080,2077,100,74,26,1,1,0,0,0,0,338,161,177
B0515,31,0,State - Lakshadweep,Urban,Literate,27553,10828,16725,11156,5628,5528,7774,737,7037,506,271,235,696,616,80,22,22,0,0,0,0,7399,3554,3845
B0515,31,0,State - Lakshadweep,Urban,Literate but below Matric/Secondary,18938,7132,11806,8340,4266,4074,5779,482,5297,320,186,134,426,378,48,14,14,0,0,0,0,4059,1806,2253
B0515,31,0,State - Lakshadweep,Urban,Matric/Secondary but below Graduate,6355,2870,3485,2542,1247,1295,1098,142,956,30,15,15,137,121,16,6,6,0,0,0,0,2542,1339,1203
B0515,31,0,State - Lakshadweep,Urban,Technical Diploma or Certificate not equal to Degree,150,84,66,33,18,15,20,4,16,0,0,0,19,16,3,1,1,0,0,0,0,77,45,32
B0515,31,0,State - Lakshadweep,Urban,Graduate and above other than Technical Degree,537,222,315,154,54,100,52,6,46,2,0,2,20,20,0,0,0,0,0,0,0,309,142,167
B0515,31,0,State - Lakshadweep,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,170,92,78,40,20,20,15,5,10,0,0,0,14,14,0,1,1,0,0,0,0,100,52,48
B0515,32,0,State - Kerala,Total,Total,21786998,7575843,14211155,8042467,4107045,3935422,5676108,165021,5511087,4750449,2076974,2673475,625091,412019,213072,40360,21401,18959,3715,2200,1515,2648808,791183,1857625
B0515,32,0,State - Kerala,Total,Illiterate,4682857,2036803,2646054,994508,505291,489217,412288,25194,387094,3166379,1464420,1701959,28466,7976,20490,2588,1015,1573,2182,1168,1014,76446,31739,44707
B0515,32,0,State - Kerala,Total,Literate,17104141,5539040,11565101,7047959,3601754,3446205,5263820,139827,5123993,1584070,612554,971516,596625,404043,192582,37772,20386,17386,1533,1032,501,2572362,759444,1812918
B0515,32,0,State - Kerala,Total,Literate but below Matric/Secondary,9465387,3360289,6105098,4811760,2478312,2333448,2620298,82923,2537375,1174529,466897,707632,138569,92830,45739,18645,10051,8594,1115,765,350,700471,228511,471960
B0515,32,0,State - Kerala,Total,Matric/Secondary but below Graduate,5238900,1464826,3774074,1769540,884418,885122,1926626,38057,1888569,232094,78337,153757,207949,158030,49919,12513,6317,6196,198,132,66,1089980,299535,790445
B0515,32,0,State - Kerala,Total,Technical Diploma or Certificate not equal to Degree,430682,190062,240620,138027,78560,59467,56772,3306,53466,12131,6162,5969,87689,45450,42239,1112,844,268,16,10,6,134935,55730,79205
B0515,32,0,State - Kerala,Total,Graduate and above other than Technical Degree,999580,252474,747106,164457,76172,88285,300263,5634,294629,31721,9839,21882,94745,67801,26944,2874,1767,1107,24,14,10,405496,91247,314249
B0515,32,0,State - Kerala,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,229521,88029,141492,77041,37746,39295,25970,846,25124,4209,1632,2577,31508,17100,14408,298,172,126,5,4,1,90490,30529,59961
B0515,32,0,State - Kerala,Rural,Total,11129178,3900553,7228625,4177208,2135423,2041785,2842570,92946,2749624,2491757,1106793,1384964,252210,164177,88033,13634,7525,6109,1504,849,655,1350295,392840,957455
B0515,32,0,State - Kerala,Rural,Illiterate,2511369,1085538,1425831,515195,261571,253624,230463,14618,215845,1704331,786714,917617,16384,4421,11963,1079,429,650,905,450,455,43012,17335,25677
B0515,32,0,State - Kerala,Rural,Literate,8617809,2815015,5802794,3662013,1873852,1788161,2612107,78328,2533779,787426,320079,467347,235826,159756,76070,12555,7096,5459,599,399,200,1307283,375505,931778
B0515,32,0,State - Kerala,Rural,Literate but below Matric/Secondary,4927658,1763442,3164216,2548202,1310248,1237954,1339569,47348,1292221,605896,250275,355621,58494,37844,20650,6617,3813,2804,437,291,146,368443,113623,254820
B0515,32,0,State - Kerala,Rural,Matric/Secondary but below Graduate,2590395,723381,1867014,883452,445201,438251,952078,21166,930912,99024,36531,62493,85648,66939,18709,4000,2114,1886,87,61,26,566106,151369,414737
B0515,32,0,State - Kerala,Rural,Technical Diploma or Certificate not equal to Degree,225486,96002,129484,76576,42256,34320,29762,1770,27992,5402,2661,2741,38985,19829,19156,364,250,114,7,6,1,74390,29230,45160
B0515,32,0,State - Kerala,Rural,Graduate and above other than Technical Degree,411150,105746,305404,76281,36553,39728,114694,2592,112102,9934,3815,6119,27340,20231,7109,700,436,264,7,5,2,182194,42114,140080
B0515,32,0,State - Kerala,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,97939,36461,61478,33741,16084,17657,10263,389,9874,1502,602,900,11361,6155,5206,87,52,35,4,4,0,40981,13175,27806
